loan_amnt,title,dti,emp_length,approved
6000,Credit card refinancing,2.2,5 years,Yes
4000,Debt consolidation,18.3,3 years,Yes
20000,Debt consolidation,32.72,9+ years,Yes
35000,Debt consolidation,17.09,2 years,Yes
9000,Credit card refinancing,19.63,3 years,Yes
15000,Debt consolidation,28.8,1 year,Yes
10000,Credit card refinancing,23.3,9+ years,Yes
40000,Credit card refinancing,28.78,2 years,Yes
16000,Credit card refinancing,12.75,< 1 year,Yes
20000,Credit card refinancing,31.22,6 years,Yes
10000,Debt consolidation,3.64,1 year,Yes
7325,Home improvement,23.53,2 years,Yes
35000,Credit card refinancing,11.37,9+ years,Yes
15000,Debt consolidation,14.66,7 years,Yes
20375,Debt consolidation,19.54,5 years,Yes
7150,Debt consolidation,15.91,1 year,Yes
12000,Debt consolidation,29.41,< 1 year,Yes
7500,Debt consolidation,15.48,3 years,Yes
25000,Debt consolidation,13.85,9+ years,Yes
17000,Debt consolidation,4.01,6 years,Yes
20000,Debt consolidation,25.57,8 years,Yes
14000,Credit card refinancing,18.55,9+ years,Yes
19000,Debt consolidation,20.13,9+ years,Yes
2400,Debt consolidation,20.62,6 years,Yes
2800,Debt consolidation,27.64,5 years,Yes
35000,Credit card refinancing,5.42,6 years,Yes
20000,Debt consolidation,14.11,9+ years,Yes
32000,Credit card refinancing,11.6,1 year,Yes
9950,Debt consolidation,22.93,2 years,Yes
21000,Debt consolidation,19.25,< 1 year,Yes
17000,Credit card refinancing,13.15,< 1 year,Yes
35000,Debt consolidation,26.73,5 years,Yes
10000,Credit card refinancing,11.7,< 1 year,Yes
5000,Credit card refinancing,9.95,< 1 year,Yes
8000,Debt consolidation,15.3,9+ years,Yes
10000,Credit card refinancing,13.13,9+ years,Yes
35000,Credit card refinancing,28.96,9+ years,Yes
18000,Debt consolidation,13.81,4 years,Yes
19500,Debt consolidation,11.51,9+ years,Yes
11000,Credit card refinancing,16.99,7 years,Yes
8400,Credit card refinancing,5.95,5 years,Yes
4600,Debt consolidation,14,1 year,Yes
7200,Credit card refinancing,11.26,2 years,Yes
6250,Debt consolidation,18.15,4 years,Yes
20000,Debt consolidation,22.92,2 years,Yes
11000,Debt consolidation,15.1,3 years,Yes
15000,Debt consolidation,30.9,8 years,Yes
8000,Credit card refinancing,19.49,4 years,Yes
5000,Credit card refinancing,5.72,1 year,Yes
21000,Credit card refinancing,15.59,< 1 year,Yes
35000,Debt consolidation,2.84,9+ years,Yes
35300,Debt consolidation,33.33,5 years,Yes
30000,Home buying,12.45,< 1 year,Yes
30000,Debt consolidation,28.08,9+ years,Yes
5000,Other,30.24,9+ years,Yes
4400,Credit card refinancing,29.26,4 years,Yes
15000,Credit card refinancing,30.51,9+ years,Yes
12000,Debt consolidation,19.74,9+ years,Yes
6000,Debt consolidation,12.63,< 1 year,Yes
16000,Debt consolidation,10.08,9+ years,Yes
10000,Debt consolidation,4.12,< 1 year,Yes
2200,Credit card refinancing,10.3,7 years,Yes
35000,Credit card refinancing,13.82,1 year,Yes
15000,Debt consolidation,17.16,< 1 year,Yes
10000,Debt consolidation,6.34,4 years,Yes
10000,Debt consolidation,12.74,9+ years,Yes
16000,Credit card refinancing,16.64,9+ years,Yes
2400,Home improvement,10.33,9+ years,Yes
24000,Debt consolidation,12.67,9+ years,Yes
40000,Other,4.05,< 1 year,Yes
16000,Credit card refinancing,4.92,< 1 year,Yes
20000,Debt consolidation,19.34,4 years,Yes
4900,Other,19.37,5 years,Yes
20000,Debt consolidation,19.8,4 years,Yes
15000,Credit card refinancing,5.01,1 year,Yes
21850,Debt consolidation,30.8,< 1 year,Yes
10000,Home improvement,21.28,9+ years,Yes
20000,Debt consolidation,31.48,9+ years,Yes
22500,Debt consolidation,22.28,2 years,Yes
6000,Credit card refinancing,16.69,9+ years,Yes
7200,Credit card refinancing,29.41,5 years,Yes
35200,Debt consolidation,18.2,1 year,Yes
40000,Credit card refinancing,18.72,< 1 year,Yes
18000,Debt consolidation,14.8,3 years,Yes
22000,Credit card refinancing,36.06,9+ years,Yes
35000,Other,0.65,< 1 year,Yes
10000,Credit card refinancing,12.99,9+ years,Yes
5000,Debt consolidation,14.72,6 years,Yes
15000,Home improvement,8.23,9+ years,Yes
20000,Credit card refinancing,23.08,9+ years,Yes
7000,Debt consolidation,10.74,7 years,Yes
10000,Credit card refinancing,15.63,2 years,Yes
10000,Debt consolidation,15.39,9+ years,Yes
15600,Debt consolidation,17.71,9+ years,Yes
32000,Credit card refinancing,36.35,9+ years,Yes
14850,Debt consolidation,21.45,9+ years,Yes
8000,Credit card refinancing,26.91,3 years,Yes
6000,Credit card refinancing,5.15,3 years,Yes
12000,Debt consolidation,14.88,4 years,Yes
19500,Debt consolidation,16.66,5 years,Yes
10000,Other,13.85,9+ years,Yes
20000,Debt consolidation,37.57,1 year,Yes
4000,Credit card refinancing,27.83,< 1 year,Yes
3000,Credit card refinancing,28.92,< 1 year,Yes
8000,Credit card refinancing,15.28,4 years,Yes
7000,Credit card refinancing,20.28,3 years,Yes
28000,Debt consolidation,15.68,5 years,Yes
18000,Debt consolidation,21.78,2 years,Yes
10000,Debt consolidation,36.15,9+ years,Yes
19000,Credit card refinancing,24.89,< 1 year,Yes
10000,Home improvement,13.23,4 years,Yes
40000,Debt consolidation,15.16,9+ years,Yes
17000,Debt consolidation,16.53,5 years,Yes
10000,Debt consolidation,23.92,9+ years,Yes
10000,Other,34.88,9+ years,Yes
25000,Credit card refinancing,17.68,7 years,Yes
2400,Credit card refinancing,38.16,< 1 year,Yes
10500,Debt consolidation,7.25,9+ years,Yes
4500,Debt consolidation,30.32,< 1 year,Yes
16000,Credit card refinancing,26.53,9+ years,Yes
12000,Debt consolidation,5.7,9+ years,Yes
21600,Debt consolidation,15.21,< 1 year,Yes
12000,Home improvement,23.95,2 years,Yes
19500,Debt consolidation,21.31,7 years,Yes
6000,Home improvement,10.34,9+ years,Yes
30000,Debt consolidation,13.29,8 years,Yes
4000,Debt consolidation,32.83,9+ years,Yes
12000,Credit card refinancing,21.49,1 year,Yes
5000,Debt consolidation,14.16,8 years,Yes
20000,Debt consolidation,10.18,< 1 year,Yes
15000,Debt consolidation,14.37,4 years,Yes
7700,Medical expenses,9.96,1 year,Yes
1500,Credit card refinancing,13.4,9+ years,Yes
15000,Medical expenses,22.72,9+ years,Yes
2100,Debt consolidation,3.28,3 years,Yes
16000,Credit card refinancing,8.61,2 years,Yes
3000,Major purchase,10.41,4 years,Yes
29000,Debt consolidation,15.91,2 years,Yes
4000,Debt consolidation,0.5,4 years,Yes
10000,Credit card refinancing,6.67,6 years,Yes
20000,Debt consolidation,13.56,3 years,Yes
32000,Debt consolidation,15.98,2 years,Yes
25000,Debt consolidation,13.24,9+ years,Yes
16000,Credit card refinancing,15.42,< 1 year,Yes
15000,Credit card refinancing,29.42,5 years,Yes
6000,Credit card refinancing,22.05,2 years,Yes
13000,Credit card refinancing,26.43,7 years,Yes
10450,Credit card refinancing,26.88,4 years,Yes
30000,Debt consolidation,23,9+ years,Yes
10000,Other,34.06,9+ years,Yes
30000,Debt consolidation,13.34,1 year,Yes
30000,Credit card refinancing,20.48,9+ years,Yes
7000,Medical expenses,23.49,2 years,Yes
5500,Medical expenses,16.01,9+ years,Yes
30000,Debt consolidation,25.5,6 years,Yes
16000,Credit card refinancing,26.08,4 years,Yes
24000,Debt consolidation,23.42,< 1 year,Yes
32475,Debt consolidation,19.08,< 1 year,Yes
24000,Debt consolidation,9.79,2 years,Yes
10000,Debt consolidation,16.06,4 years,Yes
3000,Other,15.24,2 years,Yes
10000,Debt consolidation,25.72,6 years,Yes
17500,Debt consolidation,26.79,< 1 year,Yes
10000,Credit card refinancing,15.42,9+ years,Yes
5000,Credit card refinancing,4.01,5 years,Yes
12000,Credit card refinancing,32.3,9+ years,Yes
28800,Debt consolidation,28.4,9+ years,Yes
13000,Debt consolidation,17.31,9+ years,Yes
5000,Credit card refinancing,10.86,3 years,Yes
40000,Credit card refinancing,15.84,< 1 year,Yes
21000,Debt consolidation,17.1,1 year,Yes
30000,Credit card refinancing,18.57,3 years,Yes
6000,Home improvement,24.44,9+ years,Yes
10000,Debt consolidation,21.27,9+ years,Yes
16000,Credit card refinancing,20.96,4 years,Yes
10000,Debt consolidation,28.5,7 years,Yes
15000,Debt consolidation,34.6,5 years,Yes
5000,Debt consolidation,5.71,9+ years,Yes
40000,Other,15.2,9+ years,Yes
10000,Debt consolidation,6.84,< 1 year,Yes
32000,Credit card refinancing,26.86,< 1 year,Yes
10000,Debt consolidation,39.83,8 years,Yes
8000,Credit card refinancing,27.24,< 1 year,Yes
18000,Debt consolidation,21.83,3 years,Yes
10000,Credit card refinancing,36.89,6 years,Yes
15000,Home improvement,8.51,1 year,Yes
4000,Credit card refinancing,17.13,9+ years,Yes
11200,Debt consolidation,25.24,2 years,Yes
40000,Debt consolidation,32.31,9+ years,Yes
7200,Credit card refinancing,18.07,4 years,Yes
3000,Medical expenses,12.85,9+ years,Yes
13000,Debt consolidation,14.74,1 year,Yes
18000,Medical expenses,21.07,9+ years,Yes
12000,Debt consolidation,7.62,< 1 year,Yes
27000,Debt consolidation,31.84,9+ years,Yes
10000,Credit card refinancing,17.14,4 years,Yes
10000,Credit card refinancing,24.49,2 years,Yes
6000,Credit card refinancing,13.51,5 years,Yes
4900,Credit card refinancing,20.79,1 year,Yes
10000,Debt consolidation,7.57,9+ years,Yes
10000,Debt consolidation,10.59,1 year,Yes
5000,Debt consolidation,11.26,5 years,Yes
40000,Debt consolidation,15.3,< 1 year,Yes
15000,Debt consolidation,11.88,3 years,Yes
10000,Major purchase,2,< 1 year,Yes
15000,Debt consolidation,9.76,3 years,Yes
5200,Credit card refinancing,12.3,9+ years,Yes
13500,Debt consolidation,9.9,9+ years,Yes
21000,Debt consolidation,19.85,9+ years,Yes
2700,Credit card refinancing,20.6,4 years,Yes
2750,Debt consolidation,5.42,< 1 year,Yes
15000,Debt consolidation,14.48,1 year,Yes
10000,Medical expenses,12.82,6 years,Yes
6000,Debt consolidation,25.77,2 years,Yes
20000,Debt consolidation,4.58,2 years,Yes
10000,Debt consolidation,29.95,9+ years,Yes
10000,Other,20.88,< 1 year,Yes
10000,Other,14.24,9+ years,Yes
4500,Credit card refinancing,8.31,< 1 year,Yes
10200,Debt consolidation,3.35,< 1 year,Yes
25000,Home buying,38.68,9+ years,Yes
14000,Debt consolidation,16.46,5 years,Yes
8400,Vacation,11.66,3 years,Yes
12000,Debt consolidation,22.25,9+ years,Yes
8000,Debt consolidation,6.41,9+ years,Yes
1800,Business,23.19,8 years,Yes
10000,Credit card refinancing,14.33,4 years,Yes
13000,Debt consolidation,27.67,9+ years,Yes
10000,Debt consolidation,21.33,1 year,Yes
25000,Debt consolidation,34.35,6 years,Yes
18000,Debt consolidation,11.4,1 year,Yes
33600,Debt consolidation,20.65,2 years,Yes
9800,Debt consolidation,27.62,9+ years,Yes
6000,Home improvement,8.55,4 years,Yes
2500,Medical expenses,9.62,9+ years,Yes
10000,Debt consolidation,12.6,7 years,Yes
20000,Home improvement,29.91,9+ years,Yes
5000,Credit card refinancing,14.27,9+ years,Yes
24000,Debt consolidation,11.74,5 years,Yes
25000,Credit card refinancing,28.08,5 years,Yes
23000,Debt consolidation,17.24,9+ years,Yes
10000,Home improvement,6.38,9+ years,Yes
12000,Debt consolidation,23.81,3 years,Yes
5000,Home improvement,6.07,4 years,Yes
15000,Debt consolidation,14.9,< 1 year,Yes
28500,Debt consolidation,13.4,< 1 year,Yes
20000,Debt consolidation,15.15,9+ years,Yes
22000,Credit card refinancing,19.33,9+ years,Yes
8500,Debt consolidation,20.44,9+ years,Yes
7000,Debt consolidation,13.06,5 years,Yes
30000,Debt consolidation,21.73,7 years,Yes
5000,Vacation,6.84,< 1 year,Yes
25000,Credit card refinancing,7.49,< 1 year,Yes
10000,Debt consolidation,27.19,3 years,Yes
25000,Credit card refinancing,17.18,< 1 year,Yes
25000,Debt consolidation,12.54,3 years,Yes
12000,Medical expenses,12.73,3 years,Yes
9000,Debt consolidation,22.91,3 years,Yes
14000,Other,16.29,9+ years,Yes
9200,Home improvement,22.46,< 1 year,Yes
16000,Credit card refinancing,17.41,6 years,Yes
22000,Credit card refinancing,15.35,< 1 year,Yes
16000,Debt consolidation,19.28,9+ years,Yes
25000,Debt consolidation,16.7,< 1 year,Yes
13000,Debt consolidation,9.31,2 years,Yes
3000,Other,0,2 years,Yes
15000,Credit card refinancing,11.16,9+ years,Yes
21000,Debt consolidation,25.31,< 1 year,Yes
40000,Medical expenses,9.46,9+ years,Yes
5000,Credit card refinancing,23.24,9+ years,Yes
15000,Credit card refinancing,26.01,9+ years,Yes
7000,Debt consolidation,20.74,4 years,Yes
27950,Debt consolidation,30.7,4 years,Yes
13600,Home improvement,26.93,9+ years,Yes
20000,Credit card refinancing,24.82,1 year,Yes
7500,Debt consolidation,20.16,1 year,Yes
33000,Debt consolidation,24.06,2 years,Yes
3500,Credit card refinancing,8.34,7 years,Yes
16000,Credit card refinancing,27.45,< 1 year,Yes
8750,Credit card refinancing,20.05,9+ years,Yes
40000,Credit card refinancing,38.51,2 years,Yes
10000,Debt consolidation,22.05,3 years,Yes
4400,Credit card refinancing,12.85,1 year,Yes
14200,Debt consolidation,29.28,5 years,Yes
20000,Home improvement,17.94,< 1 year,Yes
12000,Other,7.25,< 1 year,Yes
7500,Debt consolidation,14.75,6 years,Yes
40000,Debt consolidation,22.58,9+ years,Yes
15000,Credit card refinancing,28.32,7 years,Yes
12000,Debt consolidation,20.09,9+ years,Yes
7200,Debt consolidation,28.64,9+ years,Yes
16000,Credit card refinancing,33.75,9+ years,Yes
12500,Debt consolidation,28.95,1 year,Yes
4225,Debt consolidation,24.87,7 years,Yes
5000,Debt consolidation,7.12,2 years,Yes
9150,Debt consolidation,38.2,1 year,Yes
20000,Credit card refinancing,26.27,2 years,Yes
20000,Credit card refinancing,12.46,9+ years,Yes
10000,Home improvement,29.23,2 years,Yes
35000,Debt consolidation,29.03,2 years,Yes
3000,Other,12.99,4 years,Yes
12000,Debt consolidation,17.49,9+ years,Yes
35000,Debt consolidation,18.05,9+ years,Yes
7500,Debt consolidation,3.86,2 years,Yes
24000,Credit card refinancing,10.35,< 1 year,Yes
14500,Debt consolidation,13.93,1 year,Yes
25000,Debt consolidation,22.36,9+ years,Yes
1000,Other,5.47,9+ years,Yes
10000,Credit card refinancing,24.26,4 years,Yes
6000,Debt consolidation,26.16,9+ years,Yes
8500,Credit card refinancing,12.63,9+ years,Yes
5000,Credit card refinancing,18.7,8 years,Yes
10000,Other,13.15,4 years,Yes
5000,Home improvement,30.46,9+ years,Yes
12000,Debt consolidation,15.27,3 years,Yes
10000,Credit card refinancing,30.93,2 years,Yes
29000,Credit card refinancing,15.11,9+ years,Yes
11000,Credit card refinancing,31.6,< 1 year,Yes
15000,Debt consolidation,17.91,2 years,Yes
5600,Credit card refinancing,10.56,< 1 year,Yes
10000,Home buying,0,3 years,Yes
30000,Debt consolidation,7.43,4 years,Yes
35000,Debt consolidation,20.12,3 years,Yes
10300,Debt consolidation,15.85,3 years,Yes
15000,Credit card refinancing,9.84,9+ years,Yes
11000,Debt consolidation,22.9,9+ years,Yes
11000,Debt consolidation,8.18,7 years,Yes
26500,Credit card refinancing,11.46,4 years,Yes
12000,Credit card refinancing,11.91,9+ years,Yes
4000,Other,17.18,9+ years,Yes
20000,Debt consolidation,10.55,1 year,Yes
29000,Debt consolidation,20.59,1 year,Yes
10000,Debt consolidation,0.3,< 1 year,Yes
10000,Debt consolidation,9.42,3 years,Yes
20000,Credit card refinancing,16.37,3 years,Yes
20000,Debt consolidation,16.3,3 years,Yes
10000,Debt consolidation,14.93,9+ years,Yes
9000,Major purchase,14.44,2 years,Yes
2400,Moving and relocation,6.93,3 years,Yes
20000,Debt consolidation,16.13,3 years,Yes
1200,Other,15.03,9+ years,Yes
28000,Major purchase,38.93,3 years,Yes
10000,Debt consolidation,25.09,9+ years,Yes
3600,Credit card refinancing,33.33,< 1 year,Yes
7000,Debt consolidation,17.8,3 years,Yes
18000,Debt consolidation,30.4,1 year,Yes
6000,Other,27.06,6 years,Yes
10000,Business,8.52,5 years,Yes
15000,Debt consolidation,13.71,9+ years,Yes
4800,Other,11.8,2 years,Yes
6000,Debt consolidation,29.71,9+ years,Yes
8000,Other,36.42,3 years,Yes
8000,Credit card refinancing,13.6,4 years,Yes
15000,Debt consolidation,9.02,1 year,Yes
30000,Other,14.14,< 1 year,Yes
10600,Debt consolidation,9.81,9+ years,Yes
20000,Debt consolidation,18.47,1 year,Yes
8000,Car financing,5.56,1 year,Yes
2075,Credit card refinancing,24,3 years,Yes
10000,Debt consolidation,15.32,9+ years,Yes
25000,Debt consolidation,27.12,9+ years,Yes
3000,Debt consolidation,15.35,9+ years,Yes
10000,Other,35.73,2 years,Yes
13000,Debt consolidation,36.08,8 years,Yes
10000,Moving and relocation,16.05,9+ years,Yes
5000,Other,5.07,9+ years,Yes
35000,Debt consolidation,20.97,< 1 year,Yes
17000,Credit card refinancing,28.9,< 1 year,Yes
1000,Other,30.36,8 years,Yes
16500,Debt consolidation,19.43,< 1 year,Yes
20000,Credit card refinancing,15.96,6 years,Yes
10000,Debt consolidation,15.48,9+ years,Yes
10000,Debt consolidation,20.72,1 year,Yes
17400,Debt consolidation,18.63,9+ years,Yes
10000,Debt consolidation,8.62,< 1 year,Yes
30075,Debt consolidation,37.54,7 years,Yes
17000,Credit card refinancing,38.55,9+ years,Yes
2000,Vacation,23.29,3 years,Yes
10000,Credit card refinancing,12.43,2 years,Yes
9600,Debt consolidation,8.47,< 1 year,Yes
12000,Credit card refinancing,9.25,1 year,Yes
20000,Debt consolidation,28.57,5 years,Yes
10000,Debt consolidation,27.57,2 years,Yes
40000,Credit card refinancing,23.88,9+ years,Yes
21000,Debt consolidation,22.33,1 year,Yes
4500,Debt consolidation,2.9,< 1 year,Yes
11700,Credit card refinancing,24.61,2 years,Yes
10000,Other,23.55,9+ years,Yes
10000,Debt consolidation,14.74,9+ years,Yes
25000,Debt consolidation,31.17,7 years,Yes
7200,Credit card refinancing,15.6,9+ years,Yes
36400,Credit card refinancing,18.42,9+ years,Yes
14000,Credit card refinancing,31.45,9+ years,Yes
9850,Debt consolidation,5.93,9+ years,Yes
10000,Debt consolidation,20.27,9+ years,Yes
25000,Debt consolidation,26.72,3 years,Yes
3000,Debt consolidation,8.64,1 year,Yes
12000,Debt consolidation,32.6,9+ years,Yes
12800,Debt consolidation,22.56,8 years,Yes
3850,Debt consolidation,31.8,3 years,Yes
32000,Home improvement,9.87,8 years,Yes
16000,Credit card refinancing,31.31,9+ years,Yes
15000,Credit card refinancing,4.48,6 years,Yes
30000,Debt consolidation,2.84,7 years,Yes
6000,Credit card refinancing,6.77,2 years,Yes
35000,Debt consolidation,22.71,9+ years,Yes
10000,Debt consolidation,6.81,4 years,Yes
8000,Credit card refinancing,7.48,5 years,Yes
25000,Debt consolidation,15.71,9+ years,Yes
10000,Business,17.79,< 1 year,Yes
10000,Debt consolidation,33.83,5 years,Yes
6000,Debt consolidation,28.57,1 year,Yes
37000,Debt consolidation,29.63,9+ years,Yes
5000,Home improvement,6.53,9+ years,Yes
7200,Credit card refinancing,39.57,6 years,Yes
10000,Debt consolidation,7.63,8 years,Yes
40000,Debt consolidation,10.5,7 years,Yes
30000,Credit card refinancing,22.24,9+ years,Yes
32000,Debt consolidation,21.59,9+ years,Yes
20000,Credit card refinancing,6.4,1 year,Yes
15500,Credit card refinancing,12.84,8 years,Yes
1000,Vacation,16.74,< 1 year,Yes
7200,Debt consolidation,5.7,1 year,Yes
10000,Debt consolidation,20.1,4 years,Yes
